name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Oaks Melbourne Southbank Suites,Hotel,https://www.oakshotels.com/en/oaks-southbank?utm_description=GoogleMyBusiness&utm_campaign=GMBSouhtbank&utm_source=GoogleMyBusiness&utm_medium=GMBSouhtbank,+61 1300 696 186,"57-61 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8221269,144.9659824,119,4.1,485,233,150,19,61,22,Hotel,,,,,,,,,3.08E+18,FALSE,,,57-61 City Rd,FALSE,ChIJybEyIrJC1moRqF-U1gVNuyo,"5XH8+49 Southbank, Victoria, Australia",,8/10/2022 1:58,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,57-61 City Rd,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+Southbank+Suites/@-37.8221269,144.9659824,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b22232b1c9:0x2abb4d05d6945fa8!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8221269!4d144.9659824?hl=en"
Adelphi Hotel,Hotel,https://adelphi.com.au/,+61 3 8080 8888,"187 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.816265,144.9683427,109,4.4,428,271,110,13,23,11,Hotel,Cafe,Cocktail bar,Outdoor swimming pool,Restaurant,Wine bar,,,,1.79E+19,FALSE,,,187 Flinders Ln,FALSE,ChIJt6dyXLZC1moRiFZMgwIP6fc,"5XM9+F8 Melbourne, Victoria, Australia",$$$,8/10/2022 1:59,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,187 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Adelphi+Hotel/@-37.816265,144.9683427,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b65c72a7b7:0xf7e90f02834c5688!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.816265!4d144.9683427?hl=en"
Seasons Botanic Gardens,Hotel,https://www.seasonsbotanicgardensmelbourne.com.au/,+61 3 9685 3000,"348 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8309509,144.9708639,62,4.1,422,194,137,24,53,14,Hotel,Conference center,Holiday apartment rental,Serviced accommodation,,,,,,9.31E+18,FALSE,,,348 St Kilda Rd,FALSE,ChIJL0WZkqhC1moRc3FohgTGJIE,"5X9C+J8 Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,348 St Kilda Rd,,FALSE,"https://www.google.com/maps/place/Seasons+Botanic+Gardens/@-37.8309509,144.9708639,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642a89299452f:0x8124c60486687173!5m2!4m1!1i2!8m2!3d-37.8309509!4d144.9708639?hl=en"
ibis Melbourne Central,Hotel,https://all.accor.com/hotel/A0E4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjAzODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9929 8888,"399 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812047,144.9602102,52,4.3,400,218,125,11,36,10,Hotel,,,,,,,,,1.37E+19,FALSE,,,399 Little Lonsdale St,FALSE,ChIJrfYQukhd1moRnmofhxAr0L0,"5XQ6+53 Melbourne, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,399 Little Lonsdale St,,FALSE,"https://www.google.com/maps/place/ibis+Melbourne+Central/@-37.812047,144.9602102,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d48ba10f6ad:0xbdd02b10871f6a9e!5m2!4m1!1i2!8m2!3d-37.812047!4d144.9602102?hl=en"
Novotel Melbourne Central,Hotel,https://all.accor.com/hotel/A0B1/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA2NzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9929 8888,"399 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8119138,144.960071,45,4.3,400,236,93,24,30,17,Hotel,,,,,,,,,6.81E+18,FALSE,,,399 Little Lonsdale St,FALSE,ChIJC47so0pd1moRqNWtKSoydl4,"5XQ6+62 Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,399 Little Lonsdale St,,FALSE,"https://www.google.com/maps/place/Novotel+Melbourne+Central/@-37.8119138,144.960071,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4aa3ec8e0b:0x5e76322a29add5a8!5m2!4m1!1i2!8m2!3d-37.8119138!4d144.960071?hl=en"
The Best Western Plus Travel Inn Hotel,Hotel,http://www.thetravelinn.com.au/,+61 3 9347 7922,"225 Drummond St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8004361,144.9682137,1,4.1,399,160,155,12,60,12,Hotel,,,,,,,,,1.62E+19,FALSE,,,225 Drummond St,FALSE,ChIJ_7gEN9FC1moRMFOPsdtieeE,"5XX9+R7 Carlton, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Carlton+VIC/@-37.8032476,144.9500519,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,225 Drummond St,,FALSE,"https://www.google.com/maps/place/The+Best+Western+Plus+Travel+Inn+Hotel/@-37.8004361,144.9682137,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642d13704b8ff:0xe17962dbb18f5330!5m2!4m1!1i2!8m2!3d-37.8004361!4d144.9682137?hl=en"
Ovolo Laneways,Hotel,https://ovolohotels.com/ovolo/laneways/?utm_source=local&utm_medium=organic&utm_campaign=gmb,+61 3 8692 0777,"19 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8106278,144.9719278,24,4.6,381,288,64,6,15,8,Hotel,,,,,,,,,1.43E+19,FALSE,,,19 Little Bourke St,FALSE,ChIJZxG9Vs9C1moRjLOPjI7BnMY,"5XQC+PQ Melbourne, Victoria, Australia",,8/10/2022 2:10,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,19 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Ovolo+Laneways/@-37.8106278,144.9719278,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cf56bd1167:0xc69cc18e8c8fb38c!5m2!4m1!1i2!8m2!3d-37.8106428!4d144.9719349?hl=en"
Peppers Docklands Melbourne,Hotel,https://all.accor.com/hotel/B3T4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA3MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9190 0000,"679 La Trobe St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8147446,144.947122,108,4.4,381,231,92,12,31,15,Hotel,,,,,,,,,1.16E+19,FALSE,,,679 La Trobe St,FALSE,ChIJZdrO4kRd1moRoKotgWN6dqA,"5WPW+4R Docklands, Victoria, Australia",,8/10/2022 1:59,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,679 La Trobe St,,FALSE,"https://www.google.com/maps/place/Peppers+Docklands+Melbourne/@-37.8147446,144.947122,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d44e2ceda65:0xa0767a63812daaa0!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8147446!4d144.947122?hl=en"
The Larwill Studio Melbourne - Art Series,Hotel,https://all.accor.com/hotel/B3V4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjExNjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9032 9111,"48 Flemington Rd, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7949609,144.9497837,115,4.5,378,244,103,7,17,7,Hotel,,,,,,,,,8.71E+18,FALSE,Floor 0 · The Royal Children's Hospital Melbourne,,48 Flemington Rd,FALSE,ChIJbc1U2yVd1moRDmmhT-cr1ng,"6W4X+2W Parkville, Victoria, Australia",,8/10/2022 1:58,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,48 Flemington Rd,,FALSE,"https://www.google.com/maps/place/The+Larwill+Studio+Melbourne+-+Art+Series/@-37.7949609,144.9497837,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d25db54cd6d:0x78d62be74fa1690e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.7949609!4d144.9497837?hl=en"
Hotel Claremont Guesthouse,Guest house,http://www.hotelclaremont.com/,+61 3 9826 8000,"189 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8390202,144.9933788,98,4,340,140,112,22,48,18,Guest house,Hostel,Hotel,,,,,,,1.07E+19,FALSE,,,189 Toorak Rd,FALSE,ChIJoZcp2pxC1moRm8bJqb3-CpQ,"5X6V+99 South Yarra, Victoria, Australia",,8/10/2022 3:00,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,189 Toorak Rd,,FALSE,"https://www.google.com/maps/place/Hotel+Claremont+Guesthouse/@-37.8390202,144.9933788,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad6429cda2997a1:0x940afebda9c9c69b!5m2!4m1!1i2!8m2!3d-37.8390202!4d144.9933788?hl=en"
Mantra 100 Exhibition Melbourne,Hotel,https://all.accor.com/hotel/B3K0/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9631 4444,"100 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8133342,144.9715543,83,4,339,125,125,17,58,14,Hotel,,,,,,,,,3.70E+18,FALSE,,,100 Exhibition St,FALSE,ChIJ-5VHZMhC1moRlnm0UxgkWTM,"5XPC+MJ Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,100 Exhibition St,,FALSE,"https://www.google.com/maps/place/Mantra+100+Exhibition+Melbourne/@-37.8133342,144.9715543,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c8644795fb:0x3359241853b47996!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8133342!4d144.9715543?hl=en"
WRAP on Southbank,Serviced accommodation,https://www.oakshotels.com/en/wrap-on-southbank?utm_description=GoogleMyBusiness&utm_campaign=GMBWrapSouthbank&utm_source=GoogleMyBusiness&utm_medium=GMBWrapSouthbank,+61 1300 726 615,"133-139 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8234839,144.9636118,36,4.1,315,171,68,27,33,16,Serviced accommodation,,,,,,,,,1.69E+19,FALSE,,,133-139 City Rd,FALSE,ChIJT-2hDq1C1moRJMFVM8AF3uo,"5XG7+JC Southbank, Victoria, Australia",$$,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,133-139 City Rd,,FALSE,"https://www.google.com/maps/place/WRAP+on+Southbank/@-37.8234839,144.9636118,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ad0ea1ed4f:0xeade05c03355c124!5m2!4m1!1i2!8m2!3d-37.8234839!4d144.9636118?hl=en"
Adina Apartment Hotel Melbourne on Flinders,Serviced accommodation,https://www.adinahotels.com/en/apartments/melbourne-on-flinders/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne-on-flinders,+61 3 8663 0000,"88 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8159431,144.9716812,85,4.2,301,153,91,21,30,6,Serviced accommodation,Holiday apartment rental,Hotel,,,,,,,4.40E+18,FALSE,,,88 Flinders St,FALSE,ChIJXYpH-rdC1moRjrLADKtxDD0,"5XMC+JM Melbourne, Victoria, Australia",,8/10/2022 2:02,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,88 Flinders St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne+on+Flinders/@-37.8159431,144.9716812,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b7fa478a5d:0x3d0c71ab0cc0b28e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8159431!4d144.9716812?hl=en"
HOTEL NO,Hotel,https://hotelno.melbourne/,+61 1300 146 567,"388 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8179861,144.9610528,73,4.5,276,209,32,12,17,6,Hotel,Group accommodation,,,,,,,,5.46E+18,FALSE,,,388 Flinders Ln,FALSE,ChIJ83IGzUxd1moRLvASTVfwwEs,"5XJ6+RC Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,388 Flinders Ln,,FALSE,"https://www.google.com/maps/place/HOTEL+NO/@-37.8179861,144.9610528,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4ccd0672f3:0x4bc0f0574d12f02e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8179861!4d144.9610528?hl=en"
Alto Hotel on Bourke,Hotel,https://www.altohotel.com.au/,+61 3 8608 5500,"636 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8164338,144.9547794,62,4.4,271,152,89,4,22,4,Hotel,,,,,,,,,1.27E+19,FALSE,,,636 Bourke St,FALSE,ChIJTQIxiU5d1moRF-bDSx7f57A,"5XM3+CW Melbourne, Victoria, Australia",$$,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,636 Bourke St,,FALSE,"https://www.google.com/maps/place/Alto+Hotel+on+Bourke/@-37.8164338,144.9547794,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4e8931024d:0xb0e7df1e4bc3e617!5m2!4m1!1i2!8m2!3d-37.8164338!4d144.9547794?hl=en"
Quest Southbank,Hotel,https://www.questapartments.com.au/properties/vic/southbank/quest-southbank/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=southbank,+61 3 9694 5600,"14 Kavanagh St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8226813,144.966357,27,4.1,253,102,107,10,27,7,Hotel,Extended stay hotel,,,,,,,,8.91E+18,FALSE,Floor 0 · Century Tower,,14 Kavanagh St,FALSE,ChIJuTSVBrJC1moRcyEkgN9ItXs,"5XG8+WG Southbank, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,14 Kavanagh St,,FALSE,"https://www.google.com/maps/place/Quest+Southbank/@-37.8226813,144.966357,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b2069534b9:0x7bb548df80242173!5m2!4m1!1i2!8m2!3d-37.8226813!4d144.966357?hl=en"
Park Regis Griffin Suites,Hotel,https://www.parkregisgriffinsuites.com.au/?utm_source=google&utm_medium=organic&utm_campaign=local-listing,+61 3 8530 1800,"604 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8511518,144.9803894,33,4.1,244,104,84,9,38,9,Hotel,,,,,,,,,1.44E+18,FALSE,,,604 St Kilda Rd,FALSE,ChIJU4QMfxZo1moRFuegtD3-BRQ,"4XXJ+G5 Melbourne, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+South+Yarra+VIC/@-37.8103515,144.908693,12z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,604 St Kilda Rd,,FALSE,"https://www.google.com/maps/place/Park+Regis+Griffin+Suites/@-37.8511518,144.9803894,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad668167f0c8453:0x1405fe3db4a0e716!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8511362!4d144.9804561?hl=en"
"Quest NewQuay, Docklands",Hotel,https://www.questapartments.com.au/properties/vic/docklands/quest-newquay/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questnewquay,+61 3 9070 8000,"26 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140377,144.9407744,118,4.4,236,160,43,14,14,5,Hotel,,,,,,,,,1.39E+19,FALSE,,,26 Caravel Ln,FALSE,ChIJGyg0lMZd1moRVm_0w5Cc28A,"5WPR+98 Docklands, Victoria, Australia",,8/10/2022 1:58,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,26 Caravel Ln,,FALSE,"https://www.google.com/maps/place/Quest+NewQuay,+Docklands/@-37.8140377,144.9407744,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dc69434281b:0xc0db9c90c3f46f56!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8140377!4d144.9407744?hl=en"
YEHS Melbourne Hotel CBD,Hotel,https://www.melbournehotelcbd.com.au/,+61 3 9672 0000,"600 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8154724,144.9547888,43,4.1,226,145,24,32,17,8,Hotel,,,,,,,,,2.11E+17,FALSE,,,600 Little Bourke St,FALSE,ChIJq6r6vk5d1moRXeN4Ch4p7QI,"5XM3+RW Melbourne, Victoria, Australia",,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,600 Little Bourke St,,FALSE,"https://www.google.com/maps/place/YEHS+Melbourne+Hotel+CBD/@-37.8154724,144.9547888,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4ebefaaaab:0x2ed291e0a78e35d!5m2!4m1!1i2!8m2!3d-37.8154724!4d144.9547888?hl=en"
Hilton Melbourne Little Queen Street,Hotel,https://www.hilton.com/en/hotels/melamhi-hilton-melbourne-little-queen-street/?SEO_id=GMB-APAC-HI-MELAMHI,+61 3 9116 8888,"18 Little Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8147638,144.9595096,76,4.3,222,149,29,15,18,11,Hotel,Event venue,,,,,,,,5.31E+18,FALSE,,,18 Little Queen St,FALSE,ChIJW3Tj5exd1moRi1YJgr_hu0k,"5XP5+3R Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Little Queen St,,FALSE,"https://www.google.com/maps/place/Hilton+Melbourne+Little+Queen+Street/@-37.8147638,144.9595096,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dece5e3745b:0x49bbe1bf8209568b!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8147638!4d144.9595096?hl=en"
Quest Flemington Central,Hotel,https://www.questapartments.com.au/properties/vic/flemington/quest-flemington-central/overview/,+61 3 8595 8880,"1 Ascot Vale Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.786812,144.921337,38,4.2,216,127,51,17,16,5,Hotel,Serviced accommodation,,,,,,,,1.39E+19,FALSE,,,1 Ascot Vale Rd,FALSE,ChIJVThpYAZd1moR8arLgwiYfME,"6W7C+7G Flemington, Victoria, Australia",,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 Ascot Vale Rd,,FALSE,"https://www.google.com/maps/place/Quest+Flemington+Central/@-37.786812,144.921337,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d0660693855:0xc17c980883cbaaf1!5m2!4m1!1i2!8m2!3d-37.786812!4d144.921337?hl=en"
Ink Hotel Melbourne Southbank,Hotel,https://inkhotels.com/melbourne-southbank/,+61 3 9115 7000,"167 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8243459,144.9624645,18,4.4,193,135,29,11,12,6,Hotel,,,,,,,,,1.21E+19,FALSE,,,167 City Rd,FALSE,ChIJmbvv3axC1moRD-VAB0kYsKc,"5XG6+7X Southbank, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,167 City Rd,,FALSE,"https://www.google.com/maps/place/Ink+Hotel+Melbourne+Southbank/@-37.8243459,144.9624645,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642acddefbb99:0xa7b018490740e50f!5m2!4m1!1i2!8m2!3d-37.8243459!4d144.9624645?hl=en"
Melbourne Marriott Hotel Docklands,Hotel,https://www.marriott.com/en-us/hotels/meldl-melbourne-marriott-hotel-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8638 6000,"15 Waterfront Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8136885,144.9392881,64,4.2,190,128,23,19,6,14,Hotel,Meeting planning service,,,,,,,,1.83E+19,FALSE,Floor 0 · The District Docklands,,15 Waterfront Way,FALSE,ChIJ5U45UxBd1moR8vQTvM_Clf4,"5WPQ+GP Docklands, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,15 Waterfront Way,,FALSE,"https://www.google.com/maps/place/Melbourne+Marriott+Hotel+Docklands/@-37.8136885,144.9392881,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d1053394ee5:0xfe95c2cfbc13f4f2!5m2!4m1!1i2!8m2!3d-37.8136885!4d144.9392881?hl=en"
Quest on Dorcas,Hotel,https://www.questapartments.com.au/properties/vic/south-melbourne/quest-on-dorcas/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questondorcas,+61 3 9698 1500,"8 Dorcas St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.830053,144.970198,29,4.4,181,101,58,5,15,2,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,1.38E+19,FALSE,,,8 Dorcas St,FALSE,ChIJi8_zwqhC1moRWSHx898vLsA,"5X9C+X3 Southbank, Victoria, Australia",,8/10/2022 2:49,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,8 Dorcas St,,FALSE,"https://www.google.com/maps/place/Quest+on+Dorcas/@-37.830053,144.970198,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642a8c2f3cf8b:0xc02e2fdff3f12159!5m2!4m1!1i2!8m2!3d-37.8300463!4d144.9701919?hl=en"
Winston Apartments,Serviced accommodation,http://www.winstonapartments.com.au/,+61 433 377 770,"568 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8183726,144.9555337,70,4,181,81,59,15,17,9,Serviced accommodation,,,,,,,,,1.76E+18,FALSE,,,568 Collins St,FALSE,ChIJUSH-CE5d1moRkiEEXRC0Xhg,"5XJ4+M6 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,568 Collins St,,FALSE,"https://www.google.com/maps/place/Winston+Apartments/@-37.8183726,144.9555337,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4e08fe2151:0x185eb4105d042192!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8183726!4d144.9555337?hl=en"
Brady Hotels Jones Lane,Hotel,https://www.bradyhotels.com.au/jones-lane/,+61 3 8637 7000,"111 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8094509,144.9685923,10,4.4,177,115,40,6,12,4,Hotel,,,,,,,,,2.83E+18,FALSE,,,111 Little Lonsdale St,FALSE,ChIJ8_CU0M5C1moRHpZ_41fdTic,"5XR9+6C Melbourne, Victoria, Australia",,8/10/2022 2:12,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,111 Little Lonsdale St,,FALSE,"https://www.google.com/maps/place/Brady+Hotels+Jones+Lane/@-37.8094509,144.9685923,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ced094f0f3:0x274edd57e37f961e!5m2!4m1!1i2!8m2!3d-37.8094509!4d144.9685923?hl=en"
