restaurant name,phone,website,address,city,State,countryCode,location/lat,location/lng,Categories summary _1,Categories summary _2,Cusine,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categoryName,cid,isAdvertisement,locatedIn,menu,neighborhood,orderBy/0/name,orderBy/0/orderUrl,orderBy/0/url,orderBy/1/name,orderBy/1/orderUrl,orderBy/1/url,orderBy/2/name,orderBy/2/orderUrl,orderBy/2/url,orderBy/3/name,orderBy/3/orderUrl,orderBy/3/url,orderBy/4/name,orderBy/4/orderUrl,orderBy/4/url,orderBy/5/name,orderBy/5/url,permanentlyClosed,placeId,plusCode,postalCode,price,totalScore,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,url
Trinket Bar Melbourne,+61 3 9810 0044,https://www.trinketbar.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_5339624321541752151,"87 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8152624,144.9713399,Restaurant,Bar,Bar,Restaurant,Cocktail bar,Event venue,Function room facility,Pizza restaurant,Bar,,,,,,Bar,1.11E+19,FALSE,,,87 Flinders Ln,,,,,,,,,,,,,,,,,,FALSE,ChIJG_VNHMhC1moRqMHCaY1Cw5k,"5XMC+VG Melbourne, Victoria, Australia",3000,$$,4.4,39,843,548,183,33,60,19,8/10/2022 0:11,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,87 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Trinket+Bar+Melbourne/@-37.8152624,144.9713399,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c81c4df51b:0x99c3428d69c2c1a8!8m2!3d-37.8152624!4d144.9713399?hl=en"
Magic Mountain Saloon,+61 3 9078 0078,http://www.magicmountainsaloon.com.au/,"62 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.81281,144.971442,Restaurant,,Restaurant,Restaurant,,,,,,,,,,,Restaurant,1.27E+19,FALSE,,,62 Little Collins St,thefork.com.au,,https://www.thefork.com.au/restaurant/magic-mountain-saloon-r742620?cc=18174-54f,,,,,,,,,,,,,,,FALSE,ChIJ56e2iMhC1moRLukuJUxAsq8,"5XPC+VH Melbourne, Victoria, Australia",3000,$$,4.4,58,839,499,211,21,80,28,8/10/2022 0:00,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,62 Little Collins St,,FALSE,"https://www.google.com/maps/place/Magic+Mountain+Saloon/@-37.81281,144.971442,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c888b6a7e7:0xafb2404c252ee92e!8m2!3d-37.81281!4d144.971442?hl=en"
Roasting Warehouse,+61 3 9329 2973,,"19-21 Leveson St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.8044707,144.9506532,Cafe,,Coffee shop,Coffee shop,,,,,,,,,,,Coffee shop,1.76E+19,FALSE,,,19-21 Leveson St,menulog.com.au,,https://www.menulog.com.au/restaurants-roasting-warehouse-north-melbourne/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,,,,,,,,,,,,,,,FALSE,ChIJPzIPWzdd1moRLEZmNXTSV_Q,"5XW2+67 North Melbourne, Victoria, Australia",3051,$$,4.4,102,829,533,175,32,63,26,7/10/2022 23:23,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,19-21 Leveson St,,FALSE,"https://www.google.com/maps/place/Roasting+Warehouse/@-37.8044707,144.9506532,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d375b0f323f:0xf457d2743566462c!8m2!3d-37.8044707!4d144.9506532?hl=en"
Sezar Restaurant,+61 3 9663 9882,http://sezar.com.au/,"6 Melbourne Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8134041,144.9689668,Restaurant,,Middle Eastern,Middle Eastern restaurant,Armenian restaurant,Bar,Restaurant,,,,,,,,Middle Eastern restaurant,6.88E+18,FALSE,,,6 Melbourne Pl,sezar.com.au,,http://sezar.com.au/,,,,,,,,,,,,,,,FALSE,ChIJyYFFyMlC1moRb22GPrHVal8,"5XP9+JH Melbourne, Victoria, Australia",3000,$$,4.4,46,810,519,195,30,42,24,8/10/2022 0:03,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,6 Melbourne Pl,,FALSE,"https://www.google.com/maps/place/Sezar+Restaurant/@-37.8134041,144.9689668,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c9c84581c9:0x5f6ad5b13e866d6f!8m2!3d-37.8134041!4d144.9689668?hl=en"
Tazio,+61 3 9654 9119,https://www.tazio.com.au/,"91 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.815375,144.9711894,Restaurant,Bar,Italian,Italian restaurant,Bar,Function room facility,Lunch restaurant,Pizza delivery,Pizza restaurant,Pizza Takeout,,,,,Italian restaurant,1.14E+19,FALSE,,,91 Flinders Ln,tazio.com.au,https://www.tazio.com.au/menu/takeaway/,tazio.com.au,,,,,,,,,,,,,,,FALSE,ChIJrbHS48dC1moR9M42ZaCEip4,"5XMC+VF Melbourne, Victoria, Australia",3000,$$,4.4,117,726,428,186,18,70,24,7/10/2022 23:11,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,91 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Tazio/@-37.815375,144.9711894,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c7e3d2b1ad:0x9e8a84a06536cef4!8m2!3d-37.815375!4d144.9711894?hl=en"
48h Pizza e Gnocchi Bar South Yarra,+61 3 9824 2573,http://48h.com.au/,"373 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8474313,144.9991188,Restaurant,Bar,Italian,Italian restaurant,Liquor store,Pizza delivery,Pizza restaurant,Pizza Takeout,Wine bar,,,,,,Italian restaurant,5.36E+18,FALSE,,,373 Malvern Rd,hungryhungry.com,http://hungryhungry.com/48hpizza,hungryhungry.com,DoorDash,https://www.doordash.com/en-AU/store/48h-pizza-e-gnocchi-bar-south-yarra-646982/?pickup=true&utm_campaign=gpa,doordash.com,,,,,,,,,,,,FALSE,ChIJ1VZeWylo1moRnvWbGg91Z0o,"5X3X+2J South Yarra, Victoria, Australia",3141,$$,4.4,56,676,452,117,37,44,26,8/10/2022 1:57,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,373 Malvern Rd,,FALSE,"https://www.google.com/maps/place/48h+Pizza+e+Gnocchi+Bar+South+Yarra/@-37.8474313,144.9991188,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad668295b5e56d5:0x4a67750f1a9bf59e!8m2!3d-37.8474313!4d144.9991188?hl=en"
Seamstress Restaurant and Bar,+61 3 9663 6363,https://www.seamstress.com.au/,"113 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8105595,144.9690135,Restaurant,,Asian,Asian restaurant,Chinese restaurant,Cocktail bar,Delivery service,Event planner,Function room facility,Restaurant,Wine bar,,,,Asian restaurant,1.41E+19,FALSE,,,113 Lonsdale St,hungryhungry.com,https://order.hungryhungry.com/seamstress/menu,hungryhungry.com,,,,,,,,,,,,,,,FALSE,ChIJgUj6JclC1moRK3chV0S388M,"5XQ9+QJ Melbourne, Victoria, Australia",3000,$$,4.4,92,647,413,147,22,48,17,7/10/2022 23:26,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,113 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Seamstress+Restaurant+and+Bar/@-37.8105595,144.9690135,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c925fa4881:0xc3f3b7445721772b!8m2!3d-37.8105595!4d144.9690135?hl=en"
Indian Star Restaurant,+61 3 9375 1113,http://www.indianstar.com.au/,"254/256 Maribyrnong Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,VIC,AU,-37.7703181,144.9051629,Restaurant,,Indian,Restaurant,Indian restaurant,,,,,,,,,,Restaurant,2.36E+18,FALSE,,,254/256 Maribyrnong Rd,Order Up!,,9.52E+18,orderup.com.au,https://indianstar.orderup.com.au/,orderup.com.au,DoorDash,https://www.doordash.com/en-AU/store/indian-grill-%26-chaat-culture-moonee-ponds-1299471/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-indian-star-vic/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/moonee-ponds/indian-star-takeaway?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,FALSE,ChIJCWio7k1c1moRniSBFrzYsSA,"6WH4+V3 Moonee Ponds, Victoria, Australia",3039,$$,4.4,109,646,457,87,55,29,18,8/10/2022 0:58,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,254/256 Maribyrnong Rd,,FALSE,"https://www.google.com/maps/place/Indian+Star+Restaurant/@-37.7703181,144.9051629,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65c4deea86809:0x20b1d8bc1681249e!8m2!3d-37.7703181!4d144.9051629?hl=en"
Hello Sam South Yarra,+61 3 9973 9551,http://www.hellosam.com.au/,"760 Chapel St, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8362275,144.99651,Restaurant,,American ,Hamburger restaurant,Fast food restaurant,Restaurant,,,,,,,,,Hamburger restaurant,1.67E+19,FALSE,,,760 Chapel St,DoorDash,https://www.doordash.com/en-AU/store/hello-sam-south-yarra-645567/?pickup=true&utm_campaign=gpa,doordash.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/south-yarra/hello-sam?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,,,,FALSE,ChIJ76m78IRC1moR7o1DnC0Eiuc,"5X7W+GJ South Yarra, Victoria, Australia",3141,$$,4.4,59,612,370,156,24,52,10,8/10/2022 1:56,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,760 Chapel St,,FALSE,"https://www.google.com/maps/place/Hello+Sam+South+Yarra/@-37.8362275,144.99651,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad64284f0bba9ef:0xe78a042d9c438dee!8m2!3d-37.8362275!4d144.99651?hl=en"
Flemington Kebab House,+61 3 9376 2767,http://flemington-kebabhouse.com/,"301 Racecourse Rd, Kensington VIC 3031, Australia",Kensington,VIC,AU,-37.7885198,144.9308944,Restaurant,,Middle Eastern,Kebab shop,Fast food restaurant,Delivery Restaurant,Takeout Restaurant,Restaurant,Turkish restaurant,,,,,,Kebab shop,5.85E+18,FALSE,,,301 Racecourse Rd,flemington-kebabhouse.com,http://flemington-kebabhouse.com/,flemington-kebabhouse.com,DoorDash,https://www.doordash.com/en-AU/store/flemington-kebab-house-kensington-739645/?pickup=true&utm_campaign=gpa,doordash.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/flemington/flemington-kebab-house?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,Just Eat,https://www.menulog.com.au/restaurants-flemington-kebab-house/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,FALSE,ChIJCeoYdhtd1moRxwdEFNfYIlE,"6W6J+H9 Kensington, Victoria, Australia",3031,$,4.4,50,611,451,67,52,29,12,8/10/2022 1:05,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,301 Racecourse Rd,,FALSE,"https://www.google.com/maps/place/Flemington+Kebab+House/@-37.7885198,144.9308944,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d1b7618ea09:0x5122d8d7144407c7!8m2!3d-37.7884505!4d144.9309005?hl=en"
Kaprica,+61 447 043 404,https://m.facebook.com/kapricacarlton,"50 Grattan St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8006944,144.9678694,Restaurant,,Italian,Italian restaurant,Pizza restaurant,Restaurant,,,,,,,,,Italian restaurant,7.11E+18,FALSE,,,50 Grattan St,,,,,,,,,,,,,,,,,,FALSE,ChIJuRAJYc1C1moRK6JyXa-ismI,"5XX9+P4 Carlton, Victoria, Australia",3053,$$,4.4,13,606,366,158,26,43,13,8/10/2022 0:25,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!3m1!4b1?hl=en",,Victoria,50 Grattan St,,FALSE,"https://www.google.com/maps/place/Kaprica/@-37.8006944,144.9678694,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642cd610910b9:0x62b2a2af5d72a22b!8m2!3d-37.8006863!4d144.9678703?hl=en"
The Waiters Restaurant,+61 3 9650 1508,,"20 Meyers Pl, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.812078,144.97235,Restaurant,,Italian,Italian restaurant,,,,,,,,,,,Italian restaurant,3.44E+18,FALSE,,,20 Meyers Pl,,,,,,,,,,,,,,,,,,FALSE,ChIJR1OrH8ZC1moRixhTkKsUwi8,"5XQC+5W Melbourne, Victoria, Australia",3000,$$,4.4,11,603,371,152,23,39,18,8/10/2022 1:24,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z?hl=en",,Victoria,20 Meyers Pl,,FALSE,"https://www.google.com/maps/place/The+Waiters+Restaurant/@-37.812078,144.97235,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642c61fab5347:0x2fc214ab9053188b!8m2!3d-37.812078!4d144.97235?hl=en"
Philhellene,+61 3 9370 3303,http://www.philhellene.com.au/,"551-553 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,VIC,AU,-37.7693864,144.9254166,Restaurant,,Greek ,Greek restaurant,Restaurant,,,,,,,,,,Greek restaurant,4.04E+18,FALSE,,,551-553 Mt Alexander Rd,Deliveroo,https://deliveroo.com.au/menu/melbourne/moonee-ponds/philhellene-greek-restaurant?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,,,,,,,FALSE,ChIJDSjaqvFc1moRG4ecgSuPITg,"6WJG+65 Moonee Ponds, Victoria, Australia",3039,$$,4.4,76,602,385,125,30,47,15,8/10/2022 1:02,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,551-553 Mt Alexander Rd,,FALSE,"https://www.google.com/maps/place/Philhellene/@-37.7693864,144.9254166,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65cf1aada280d:0x38218f2b819c871b!8m2!3d-37.7693956!4d144.9254995?hl=en"
Hurricane Handsome,+61 3 9645 1080,http://hurricanehandsome.com.au/,"329-331 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,VIC,AU,-37.836078,144.94434,Cafe,,Cafe,Cafe,Breakfast restaurant,Coffee shop,,,,,,,,,Cafe,1.38E+19,FALSE,,,329-331 Bay St,,,,,,,,,,,,,,,,,,FALSE,ChIJ7_kz1-1n1moRr_QAUhq7wb8,"5W7V+HP Port Melbourne, Victoria, Australia",3207,$$,4.4,64,590,377,151,19,27,16,8/10/2022 1:55,"https://www.google.com/maps/search/restaurant+near+Port+Melbourne+VIC/@-37.8333373,144.9089598,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,329-331 Bay St,,FALSE,"https://www.google.com/maps/place/Hurricane+Handsome/@-37.836078,144.94434,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad667edd733f9ef:0xbfc1bb1a5200f4af!8m2!3d-37.836078!4d144.94434?hl=en"
The Rice Cooker,+61 3 9041 9190,http://thericecooker.com.au/,"Shop 3/33 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.800357,144.955367,Restaurant,,Asian,Asian restaurant,Malaysian restaurant,Sushi restaurant,,,,,,,,,Asian restaurant,1.78E+19,FALSE,,,Shop 3/33 Flemington Rd,thericecooker.com.au,,http://thericecooker.com.au/#reservations,,,,,,,,,,,,,,,FALSE,ChIJYeVCBy5d1moRqbFwZ3QQrfc,"5XX4+V4 North Melbourne, Victoria, Australia",3051,$$,4.4,12,575,340,174,15,38,8,8/10/2022 0:33,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z?hl=en",,Victoria,Shop 3/33 Flemington Rd,,FALSE,"https://www.google.com/maps/place/The+Rice+Cooker/@-37.800357,144.955367,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d2e0742e561:0xf7ad10746770b1a9!8m2!3d-37.800357!4d144.955367?hl=en"
The House of Mandi,+61 3 9077 3963,https://www.facebook.com/thehouseofmandi/,"326 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,VIC,AU,-37.787998,144.929855,Restaurant,,Middle Eastern,Yemenite restaurant,Middle Eastern restaurant,Restaurant,,,,,,,,,Yemenite restaurant,1.58E+19,FALSE,,,326 Racecourse Rd,DoorDash,https://www.doordash.com/en-AU/store/the-house-of-mandi-flemington-1100276/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-the-house-of-mandi/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,,,,,,,FALSE,ChIJq7bVaBtd1moR_V-UWVUqJNs,"6W6H+RW Flemington, Victoria, Australia",3031,$$,4.4,56,568,381,99,40,38,10,8/10/2022 0:44,"https://www.google.com/maps/search/restaurant+near+Kensington+VIC/@-37.7937242,144.9264494,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,326 Racecourse Rd,,FALSE,"https://www.google.com/maps/place/The+House+of+Mandi/@-37.787998,144.929855,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d1b68d5b6ab:0xdb242a5559945ffd!8m2!3d-37.7880393!4d144.9298347?hl=en"
Naughtons Hotel,+61 3 9347 2255,http://naughtonshotel.com.au/,"43 Royal Parade, Parkville VIC 3052, Australia",Parkville,VIC,AU,-37.7955778,144.9576444,Bar,Bar,Bar,Pub,Bar,Hotel,,,,,,,,,Pub,2.95E+18,FALSE,,,43 Royal Parade,,,,,,,,,,,,,,,,,,FALSE,ChIJKcJ5mCtd1moREh7qP6BA6Cg,"6X35+Q3 Parkville, Victoria, Australia",3052,,4.4,6,561,320,191,9,36,5,8/10/2022 2:10,"https://www.google.com/maps/search/restaurant+near+Parkville+VIC/@-37.8061981,144.9423826,14z/data=!3m1!4b1?hl=en",,Victoria,43 Royal Parade,,FALSE,"https://www.google.com/maps/place/Naughtons+Hotel/@-37.7955778,144.9576444,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d2b9879c229:0x28e840a03fea1e12!5m2!4m1!1i2!8m2!3d-37.7956096!4d144.9576195?hl=en"
Embassy Cafe,+61 3 9328 1830,https://m.facebook.com/EmbassyCafe547/,"547 Spencer St, West Melbourne VIC 3003, Australia",West Melbourne,VIC,AU,-37.8081322,144.9478149,Cafe,,Cafe,Restaurant,Breakfast restaurant,Coffee shop,Cafe,,,,,,,,Cafe,1.03E+19,FALSE,,,547 Spencer St,Deliveroo,https://deliveroo.com.au/menu/melbourne/north-melbourne/embassy-cafe?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,Just Eat,https://www.menulog.com.au/restaurants-embassy-cafe/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,,,,,,,FALSE,ChIJn1NjgUdd1moRRFLouFtvoI8,"5WRX+P4 West Melbourne, Victoria, Australia",3003,$,4.4,83,531,346,121,19,37,8,7/10/2022 23:42,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,547 Spencer St,,FALSE,"https://www.google.com/maps/place/Embassy+Cafe/@-37.8081322,144.9478149,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d478163539f:0x8fa06f5bb8e85244!8m2!3d-37.8081322!4d144.9478149?hl=en"
Donnini's,+61 3 9347 3128,http://www.donninis.com.au/,"320 Lygon St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.7994889,144.9673139,Restaurant,,Italian,Italian restaurant,,,,,,,,,,,Italian restaurant,8.42E+18,FALSE,,,320 Lygon St,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/35633?ref=11025,,,,,,,,,,,,,,,FALSE,ChIJOQgKr9ZC1moRDqq5NwQt43Q,"6X28+6W Carlton, Victoria, Australia",3053,$$,4.4,47,522,360,93,25,33,11,7/10/2022 23:58,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,320 Lygon St,,FALSE,"https://www.google.com/maps/place/Donnini's/@-37.7994889,144.9673139,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d6af0a0839:0x74e32d0437b9aa0e!8m2!3d-37.7994889!4d144.9673139?hl=en"
Kebab Connection,+61 3 9042 2412,https://kebabconnection.com.au/,"320 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,VIC,AU,-37.8056567,144.9555166,Restaurant,,Turkish,Turkish restaurant,Kebab shop,,,,,,,,,,Turkish restaurant,6.26E+18,FALSE,,,320 Victoria St,HungryPanda Australia,,7.50E+17,DoorDash,https://www.doordash.com/en-AU/store/kebab-connection-north-melbourne-984986/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-kebab-connection-north-melbourne/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,,,,FALSE,ChIJTf2AGOpd1moRVexVWdx28VY,"5XV4+P6 North Melbourne, Victoria, Australia",3051,$,4.4,24,520,391,48,43,28,10,8/10/2022 2:05,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,320 Victoria St,,FALSE,"https://www.google.com/maps/place/Kebab+Connection/@-37.8056567,144.9555166,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65dea1880fd4d:0x56f176dc5955ec55!8m2!3d-37.8056567!4d144.9555166?hl=en"
Fratellino - South Yarra,+61 3 9826 3624,http://www.fratellino.com.au/,"415 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8475181,145.0004623,Restaurant,,Italian,Pizza restaurant,,,,,,,,,,,Pizza restaurant,5.30E+18,FALSE,,,415 Malvern Rd,DoorDash,https://www.doordash.com/en-AU/store/fratellino-pizzeria-south-yarra-1713589/?pickup=true&utm_campaign=gpa,doordash.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/south-yarra/fratellino-pizzeria?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,,,,FALSE,ChIJ8cuP6Cto1moRNca653r6fkk,"5222+X5 South Yarra, Victoria, Australia",3141,$,4.4,12,512,362,64,37,29,20,8/10/2022 2:06,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z?hl=en",,Victoria,415 Malvern Rd,,FALSE,"https://www.google.com/maps/place/Fratellino+-+South+Yarra/@-37.8475181,145.0004623,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6682be88fcbf1:0x497efa7ae7bac635!8m2!3d-37.8475773!4d145.0004532?hl=en"
Aagaman Indian Nepalese Restaurant & Function Catering Service Melbourne,+61 3 9676 9234,https://www.aagamanrestaurant.com.au/,"271 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,VIC,AU,-37.8374938,144.9430865,Restaurant,,Indian,Indian restaurant,Caterer,Fine dining restaurant,Meal Delivery,Takeaway,Nepalese restaurant,Restaurant,,,,,Indian restaurant,7.63E+17,FALSE,,,271 Bay St,DoorDash,https://www.doordash.com/en-AU/store/aagaman-restaurant-port-melbourne-914639/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-aagaman-indian-nepalese-restaurant/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/port-melbourne/aagaman?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,FALSE,ChIJxUaHaexn1moRSzikY1gylQo,"5W7V+26 Port Melbourne, Victoria, Australia",3207,$$,4.4,32,507,347,88,31,30,11,8/10/2022 2:03,"https://www.google.com/maps/search/restaurant+near+Port+Melbourne+VIC/@-37.8333373,144.9089598,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,271 Bay St,,FALSE,"https://www.google.com/maps/place/Aagaman+Indian+Nepalese+Restaurant+%26+Function+Catering+Service+Melbourne/@-37.8374938,144.9430865,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad667ec698746c5:0xa95325863a4384b!8m2!3d-37.837493!4d144.9430851?hl=en"
Claypots Barbarossa,+61 3 9670 5255,http://www.claypotsbarbarossa.com.au/,"79 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8129361,144.9608111,Restaurant,,Restaurant,Restaurant,,,,,,,,,,,Restaurant,4.10E+18,FALSE,,,79 Hardware Ln,claypotsbarbarossa.com.au,,http://www.claypotsbarbarossa.com.au/reservation/,,,,,,,,,,,,,,,FALSE,ChIJweJ2ykpd1moRRyMo9w9N4zg,"5XP6+R8 Melbourne, Victoria, Australia",3000,$$,4.4,48,488,329,86,32,23,18,8/10/2022 1:21,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,79 Hardware Ln,,FALSE,"https://www.google.com/maps/place/Claypots+Barbarossa/@-37.8129361,144.9608111,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4aca76e2c1:0x38e34d0ff7282347!8m2!3d-37.8129361!4d144.9608111?hl=en"
The French Brasserie,+61 3 9662 1632,http://www.thefrenchbrasserie.com.au/,"2 Malthouse Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8154573,144.9715812,Restaurant,,French,French restaurant,,,,,,,,,,,French restaurant,1.14E+19,FALSE,Floor G · 11 Exhibition Street,,2 Malthouse Ln,thefrenchbrasserie.com.au,,https://thefrenchbrasserie.com.au/#book,,,,,,,,,,,,,,,FALSE,ChIJvw9l_bdC1moR__curJ3YI54,"5XMC+RJ Melbourne, Victoria, Australia",3000,$$$$,4.4,83,482,323,97,21,22,19,7/10/2022 23:30,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,2 Malthouse Ln,,FALSE,"https://www.google.com/maps/place/The+French+Brasserie/@-37.8154573,144.9715812,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b7fd650fbf:0x9e23d89dac2ef7ff!8m2!3d-37.8154573!4d144.9715812?hl=en"
