name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar
European Bier Cafe,Restaurant & Bar,https://www.europeanbiercafe.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_10732363235255235029,+61 3 8563 0080,"120 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8128691,144.9711969,4.1,2034,821,761,74,311,67
Temperance Hotel,Restaurant & Bar,http://www.temperancehotel.com.au/,+61 3 9827 7401,"426 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.844624,144.9947248,4.1,978,440,330,42,132,34
Daughter In Law,Restaurant & Bar,http://daughterinlaw.com.au/,+61 3 9242 0814,"37/41 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8108154,144.9714971,4.1,809,460,154,68,69,58
Errol's,Restaurant & Bar,http://www.errols.com.au/,+61 3 9326 6610,"69/71 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8035381,144.9493366,4.1,665,323,202,35,79,26
Taco Bill - Russell St,Restaurant & Bar,https://www.tacobill.com.au/,+61 3 9654 3369,"142 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8130233,144.9683892,4.1,608,316,151,45,73,23
Golden Fleece Hotel,Restaurant & Bar,https://goldenfleecemelb.com.au/,+61 3 7018 2373,"120 Montague St, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.831282,144.950318,4.1,477,259,108,46,37,27
Blondie Bar,Restaurant & Bar,http://www.blondiebar.com.au/,+61 3 4428 0009,"Cnr Southbank Boulevard &, Sturt St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8238338,144.9678462,4.1,208,104,57,8,26,13
Soho Restaurant and Bar,Restaurant & Bar,http://www.sohomelbourne.com.au/,+61 3 9682 4299,"2/4 Riverside Quay, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8207812,144.9632448,4,1594,756,451,162,156,69
Father's Office Speakeasy Bar and Restaurant,Restaurant & Bar,http://fathersoffice.com.au/,+61 3 9825 8900,"249 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8105309,144.9647087,4,1495,620,498,115,190,72
Time Out Fed Square,Restaurant & Bar,http://www.timeoutfedsquare.com.au/,+61 3 9671 3855,"2 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8176674,144.9683312,4,1061,478,312,78,136,57
The Nixon Hotel,Restaurant & Bar,https://nixonhotel.au/,+61 3 9642 3272,"757 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.818709,144.948244,4,727,295,240,27,141,24
Renzo's Bar,Restaurant & Bar,https://renzosbar.com/,+61 3 9640 0550,"46 Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8147448,144.9416482,4,655,341,151,71,63,29
Garden State Hotel,Restaurant & Bar,,+61 3 8396 5777,"101 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.81542,144.971164,4,516,266,139,61,33,17
Spice Temple,Restaurant & Bar,http://www.spicetemple.com.au/,+61 3 9081 0533,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8219651,144.9599672,4,514,283,95,45,53,38
Hooks At The Yarra,Restaurant & Bar,http://www.hooksattheyarra.com/,+61 3 9043 4221,"50 River Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8240519,144.9477542,4,428,218,108,47,42,13
The Sri Lounge,Restaurant & Bar,/url?q=https://thesrilounge.com/&sa=U&ved=0ahUKEwisu7K0lM76AhXmhIkEHX5yCk0Q61gIHCgS&usg=AOvVaw0CISZNd8ot6gYWvJw7rsek,+61 3 7037 2422,"Ground Floor, 116 Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8160048,144.9384394,4,295,196,22,59,11,7
Masani Italian Dining & Terrace,Restaurant & Bar,https://www.masani.com.au/,+61 3 9347 5610,"313/315 Drummond St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7984018,144.9685483,4,129,81,14,22,7,5
Bossa Nova Café | Brazilian Restaurant,Cafe,https://bossanova.com.au/,+61 423 146 157,"156 Elgin St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.797158,144.969439,4.9,309,284,20,2,1,2
Verve Spice Food Store. Home. Gelati.,Takeout Restaurant,https://m.facebook.com/VerveSpice/,+61 3 9827 2050,"330 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8399543,144.9986252,4.9,114,104,7,1,2,0
Docklands Den,Restaurant & Cafe,,+61 427 679 751,"103/5 Rakaia Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8141432,144.9400673,4.8,104,96,3,5,0,0
Coe & Coe,Cafe,http://www.coeandcoe.com.au/,+61 3 5849 1443,"1 Fennell St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8297519,144.9360443,4.7,161,132,20,3,4,2
Heartattack and Vine,Restaurant & Cafe,http://www.heartattackandvine.com.au/,+61 3 9349 1891,"329 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.797643,144.9672859,4.6,588,414,133,10,21,10
Escagrill,Restaurant & Cafe,http://www.escagrill.com.au/,+61 3 9370 1101,"650 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7701157,144.9262572,4.6,428,323,61,16,17,11
White Rabbit Record Bar,Cafe & Bar,http://www.whiterabbitrecords.com.au/,+61 3 9376 5441,"176 Bellair St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7936111,144.93,4.6,145,108,22,3,12,0
Red Petite Thai Cafe,Restaurant & Cafe,https://www.redpetitethaicafe.com.au/,+61 3 9699 6969,"194 Bank St, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.8340477,144.9607721,4.5,234,169,43,9,10,3
VelaThai Port Melbourne,Restaurant & Cafe,https://www.velathaiportmelbourne.com.au/,+61 3 9939 9351,"147 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8399,144.940813,4.5,107,82,12,6,6,1
Peppans Bar & Cafe,Restaurant & Cafe,https://peppansbarandcafe.com.au/,+61 3 9015 8634,"446 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8441314,144.9948272,4.4,161,113,21,9,16,2
Pho & bakery cafe,Restaurant & Cafe,http://pho-bakery-cafe.edan.io/,,"838 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8212394,144.9451751,4.4,124,64,47,3,9,1
Pacinos Italian Family Restaurant,Restaurant & Cafe,https://pacinos.melbourne/,+61 3 9376 4888,"28/300 Epsom Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.782739,144.916476,4.3,999,593,254,51,78,23
Cafe Republic.,Restaurant & Cafe,http://www.republiccafe.com.au/,+61 3 9820 0800,"160 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.839126,144.9914767,4.3,468,260,129,23,40,16
Palette. & Palette.atnight,Restaurant & Cafe,/url?q=https://palettemelbourne.square.site/&sa=U&ved=0ahUKEwi7ouaPlc76AhW2kYkEHfxLCSUQ61gIGygQ&usg=AOvVaw0ydPypIidOuTqQsWZbznOG,+61 3 9326 8648,"610 Queensberry St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.802566,144.947109,4.3,233,154,35,13,22,9
Kiwi Fish and Chips,Restaurant & Cafe,http://www.kiwifish.com.au/,+61 3 9417 5494,"412-442 Victoria Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8102271,144.9852094,4.2,324,187,76,30,17,14
Stuzzichino Restaurant & Bar,Restaurant & Cafe,http://stuzzichino.com.au/,+61 3 9347 7373,"169 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8017254,144.9665593,4.2,207,124,44,14,18,7
Ned's Bake Cafe and Restaurant,Restaurant & Cafe,http://nedsbake.com.au/,+61 3 9867 2457,"134 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8390745,144.9909001,4.1,862,492,149,91,86,44
Bluetrain,Restaurant & Cafe,https://bluetrain.com.au/,+61 3 9696 0111,"3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8201184,144.9662684,4.1,442,202,151,30,39,20
Corner Stop Fish and Chips Cafe Flemington,Takeout Restaurant,https://cornerstopfishandchipscafe.com.au/,+61 3 9372 1150,"142 Ascot Vale Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7812061,144.922661,4.1,102,61,20,14,3,4
Bar Nacional,Restaurant & Cafe,/url?q=http://barnacional.com.au/&sa=U&ved=0ahUKEwjgkYPTlM76AhWskYkEHUj5Ax8Q61gIGygQ&usg=AOvVaw1uiwhESK79NMua2ltuGXZb,+61 3 9252 7909,"727 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.820436,144.950122,4,440,156,176,7,84,17
Summer's Garden Bar,Bar,/url?q=https://summersgardeninn.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral&sa=U&ved=0ahUKEwjH0r6-lM76AhXyjokEHQzTDFoQ61gIGigQ&usg=AOvVaw2zIgOuu4UWrNgHHd_LT5zq,+61 406 334 098,"494 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8049933,144.949859,4.9,162,151,8,0,3,0
Sushi Bar Kakizaki,Restaurant,http://sushibarkakizaki.com/,+61 3 9827 9029,"479 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8477932,145.0024556,4.9,135,124,8,2,0,1
Wazhir - Indian Restaurant,Restaurant,http://www.wazhir.com.au/,+61 3 7012 5833,"264 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7882239,144.9318285,4.9,118,113,3,1,1,0
Panda Hot Pot Carlton,Restaurant,https://www.pandahotpot.com.au/,+61 3 9888 9899,"100 Victoria St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8065155,144.9641967,4.8,4773,4202,324,120,83,44
"3 Brothersss Indian Restaurant (Elizabeth Street, QVM)",Restaurant,https://www.mryum.com/3brothers-e,+61 3 9328 7951,"513 Elizabeth St Queen Victoria Market, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.806948,144.9596097,4.8,911,841,31,26,8,5
Scopri Italian Food and Wine,Restaurant,http://scopri.com.au/,+61 3 9347 8252,"191 Nicholson St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7956744,144.9749259,4.8,688,605,57,12,8,6
The Abyssinian Restaurant,Restaurant,http://www.theabyssinian.com.au/,+61 3 9376 8754,"277 Racecourse Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7885828,144.9318569,4.8,609,499,91,3,14,2
The Galbi BBQ,Restaurant,https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Finline.app%2Fbooking%2Fthegalbibbq%2F-MzSpjFLfF7kbkKJcSy5&data=04%7C01%7C%7Ce78e034e398b459616a808da15fb102f%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C637846465297968939%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000&sdata=sDW75sz5jd7OCADL3JUsxHEWFgHEbzjG7ewolPZdzI4%3D&reserved=0,+61 452 479 101,"270-274 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8057857,144.9573701,4.8,480,435,29,6,4,6
The Boiling Crab Melbourne CBD,Restaurant,https://www.theboilingcrab.com.au/,+61 448 038 172,"4 Tattersalls Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8120758,144.965787,4.8,448,379,56,3,6,4
Little Africa Restaurant,Restaurant,http://little-africa.com.au/,+61 3 9329 8018,"223 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8058916,144.9540531,4.8,427,348,63,3,9,4
Tokui Sushi,Restaurant,,+61 3 9663 9966,"260 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.81145,144.9643483,4.8,414,348,49,5,11,1
"The Secret Recipe, Indian Fusion Restaurant",Restaurant,,+61 3 9193 7414,"495-497 Spencer St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8089492,144.9488069,4.8,255,223,17,6,6,3
Horn & Hoof,Restaurant,https://hornandhoof.au/,+61 420 224 774,"6/50 Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8147465,144.9414891,4.8,235,213,10,3,5,4
The Tipsy Cow - Cocktail Tapas Bar & Beer Garden,Bar,http://www.thetipsycow.com.au/,+61 483 372 222,"359 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8353147,144.945079,4.8,213,177,29,4,3,0
Vinoteca,Restaurant,http://www.vinotecawine.com.au/,+61 3 8256 3911,"317 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8363033,144.9441732,4.8,189,167,14,0,5,3
"Melba Social - Indian Restaurant ,Bar & Café",Restaurant,https://www.melbasocial.com.au/,+61 456 885 782,"524 Macaulay Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7941143,144.9286334,4.8,180,165,8,3,3,1
Adonai Restaurant (Nigerian Cuisine),Restaurant,http://adonaifoods.com.au/,+61 439 449 402,"478 Drummond St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.794473,144.9699598,4.8,171,149,18,1,3,0
Them Authentic Vietnamese Cuisine & Rolls,Restaurant,,+61 3 9077 3540,"5/60 Siddeley St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8229788,144.9519647,4.8,141,129,5,3,3,1
THE JERK SOUTH YARRA,Restaurant,http://thejerk.com.au/,+61 3 8685 1222,"194 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8393774,144.9934886,4.8,136,122,6,5,2,1
MT.BURGER,Takeout Restaurant,,+61 424 380 500,"97 Mt Alexander Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.783903,144.936305,4.8,126,116,2,4,2,2
La Tonada Restaurant,Restaurant,https://www.latonadarestaurant.com/,+61 435 161 894,"687 Rathdowne St, Carlton North VIC 3054, Australia",Carlton North,Victoria,AU,3054,-37.7889155,144.9717595,4.8,122,110,7,2,2,1
Westwood,Bar,http://www.westwood3003.com/,+61 3 9348 9406,"313 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8054885,144.9510974,4.8,117,101,10,1,5,0
So & So.,Cafe,https://www.facebook.com/soandsotravancore,+61 3 9376 8905,"206 Mt Alexander Rd, Travancore VIC 3032, Australia",Travancore,Victoria,AU,3032,-37.7809582,144.9324882,4.8,105,85,17,1,2,0
"Roza’s Kitchen - Pizza, Burgers, Pasta",Restaurant,https://www.rozaskitchen.com.au/,+61 3 9021 1111,"147 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8237063,144.9630994,4.7,1252,1081,94,31,30,16
Carlton Wine Room,Restaurant,http://thecarltonwineroom.com.au/,+61 3 9347 2626,"172-174 Faraday St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7986111,144.9686111,4.7,614,496,78,9,19,12
Cairo Nights Restaurant & Bar,Restaurant,http://www.caironightsrestaurant.com.au/,+61 478 074 419,"5/252 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8013126,144.9671422,4.7,584,508,33,22,9,12
Epocha Restaurant | Hope Food & Wine,Restaurant,https://epocha.com.au/,+61 3 9036 4949,"49 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8059977,144.9687706,4.7,571,467,63,9,18,14
Roccella,Restaurant,http://roccellamelbourne.com.au/,+61 3 9416 1700,"158 Clarendon St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8117379,144.9835304,4.7,558,469,61,14,6,8
Cucinetta Melb since 2013,Restaurant,http://cucinettamelb.com.au/,+61 3 9942 2607,"4/3 Murphy St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8383357,144.990184,4.7,541,441,62,11,14,13
New Somali Kitchen,Restaurant,http://www.newsomalikitchen.com.au/,+61 3 8589 7631,"284 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7881394,144.9310861,4.7,464,396,39,15,12,2
Amiconi Restaurant,Restaurant,https://www.amiconi.com.au/menu,+61 3 9328 3710,"359 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.805384,144.949577,4.7,440,345,65,8,14,8
Geppetto Trattoria,Restaurant,http://www.geppettotrattoria.com/,+61 3 9417 4691,"78A Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8164817,144.9873908,4.7,390,298,71,6,9,6
CIEL Cafe,Cafe,http://www.cielcafe.com.au/,+61 3 9896 7995,"48 Cecil St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8288751,144.9556648,4.7,307,244,43,5,13,2
Ginger Olive | Restaurant and Grill,Restaurant,http://www.gingerolive.com.au/,+61 435 889 768,"Shop 2/38 Manchester Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8164935,144.9662126,4.7,295,236,42,3,9,5
Old Man Pho Southbank - Vietnamese Restaurant,Restaurant,https://oldmanpho.orderup.com.au/,+61 497 899 899,"T2/1 Southbank Blvd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8210966,144.9630499,4.7,294,251,15,12,9,7
Thyme Square Café,Cafe,http://facebook.com/thyme2,+61 3 8590 6865,"243 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7935963,144.946861,4.7,276,216,41,4,10,5
Mai Jia,Restaurant,https://www.facebook.com/Mai-Jia-2076062002619777/,+61 3 9939 4458,"280 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.839762,144.996543,4.7,260,199,44,4,9,4
Subi Q Korean BBQ,Restaurant,http://www.subiqkoreanbbq.com.au/,+61 3 9827 7887,"407 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8474797,145.0002675,4.7,244,200,29,8,4,3
Wolf and Hound Cafe.,Cafe,,,"60 Pin Oak Cres, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7865107,144.9291281,4.7,239,183,38,1,15,2
Warung Agus,Restaurant,http://www.warungagus.com.au/,+61 3 9329 1737,"305 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8055175,144.9513354,4.7,232,189,22,3,12,6
WAYO Japanese Dining,Restaurant,https://www.wayojapanesedining.com.au/,+61 3 9376 5484,"286 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.788137,144.9310318,4.7,195,153,28,0,10,4
Jaspresso,Cafe,https://www.instagram.com/jaspresso.melbourne/,+61 405 758 119,"Retail 1/91 Flemington Road, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.798507,144.952987,4.7,191,151,31,2,6,1
Infinite Wasabi,Restaurant,http://infinitewasabi.com.au/,+61 3 9696 6851,"3/4 Riverside Quay, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8210698,144.9632597,4.7,179,147,19,4,7,2
The Rice Paddy Thai,Restaurant,,+61 3 9867 2492,"34 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8385448,144.987553,4.7,177,142,21,4,9,1
JUSIK,Restaurant,,+61 3 9939 5916,"Shop1/39-47 Peel St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8071843,144.9554305,4.7,177,142,20,3,10,2
Lagoon Dining,Restaurant,http://www.lagoondining.com/,+61 3 9349 1939,"263 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7993013,144.9669119,4.7,176,143,19,4,7,3
ARGI.,Restaurant,https://argicafe.square.site/,+61 412 468 669,"512 Macaulay Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7941836,144.9291375,4.7,156,129,14,5,4,4
Kazuki's Restaurant,Restaurant,https://kazukis.com.au/,+61 3 9349 2223,"121 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.804156,144.966067,4.7,149,122,14,2,5,6
Rock Pho,Restaurant,http://rockpho.com.au/,+61 3 9824 1631,"497 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8427922,144.9946501,4.7,146,126,8,1,7,4
Cafe Godot,Cafe,https://www.facebook.com/godotsouthbank/,,"152 Sturt St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8254729,144.9665543,4.7,143,116,20,2,5,0
Rolling Nori Japanese cafe,Restaurant,https://m.facebook.com/RollingNori-Japanese-cafe-361964864209450/,,"T302/11 Rose Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8152541,144.9541326,4.7,141,112,18,3,5,3
HOME Vegan Bar,Restaurant,https://homeveganbar.square.site/,+61 1300 464 729,"shop 4/699 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8202588,144.9512693,4.7,137,119,11,3,0,4
Hunters & Disciples,Cafe,http://www.huntersdisciples.com.au/,+61 1300 555 749,"39/617-643 Spencer St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8071621,144.9454649,4.7,134,113,11,3,5,2
Castro's Kiosk,Cafe,,,"Physics Building, The University Of Melbourne, Tin Alley, Parkville VIC 3053, Australia",Parkville,Victoria,AU,3053,-37.797179,144.963502,4.7,129,103,18,2,4,2
Fu Lu Chinese Cafe & Take Away,Cafe,,+61 3 9347 7673,"172 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.795277,144.9710761,4.7,110,89,15,3,2,1
Charm Korean Restaurant,Restaurant,https://charmkoreanrestaurant.business.site/?m=true,,"146 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8390279,144.9911006,4.7,106,91,8,3,3,1
San Telmo,Restaurant,http://www.santelmo.com.au/?utm_source=google&utm_medium=gmb,+61 3 9650 5525,"14 Meyers Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8121636,144.9724132,4.6,2281,1701,367,61,96,56
ChangGo Korean BBQ,Restaurant,https://www.instagram.com/changgobbq_/,,"70 Little La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8094517,144.9617432,4.6,2048,1573,328,37,80,30
Leonards House Of Love,Bar,http://leonardshouseoflove.com.au/,+61 428 066 778,"3 Wilson St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.843681,144.995667,4.6,1716,1291,311,29,69,16
Khabbay Restaurant,Restaurant,http://khabbayrestaurant.com.au/,+61 433 982 552,"140-146 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.803815,144.966667,4.6,1522,1168,205,61,64,24
Bowery To Williamsburg,Restaurant,http://bowerytowilliamsburg.com.au/,+61 3 9077 0162,"16 Oliver Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8162381,144.970252,4.6,1356,951,288,31,66,20
Osteria Ilaria,Restaurant,http://www.osteriailaria.com/,+61 3 9642 2287,"367 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8136075,144.9619069,4.6,1343,1031,203,31,55,23
MIXITY Restaurant and Cafe,Restaurant,http://www.mixityrestaurant.com/,+61 3 9939 8602,"171 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.801665,144.966565,4.6,1337,1118,109,64,35,11
Mr Ramen San,Restaurant,http://www.mrramensan.com.au/,+61 3 9042 1588,"12a/200 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812401,144.967248,4.6,1331,959,264,23,72,13
SSAM Korean BBQ - CBD,Restaurant,https://www.facebook.com/SSAMmelbourne,+61 481 388 456,"189 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815723,144.9551175,4.6,1234,969,158,59,29,19
Thirty Eight Chairs,Restaurant,http://www.thirtyeightchairs.com.au/,+61 3 9827 5553,"4 Bond St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8411108,144.9946972,4.6,1080,836,144,22,56,22
Moroccan Soup Bar,Restaurant,http://moroccansoupbar.com.au/,+61 403 315 559,"47-51 Boundary Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7941771,144.9389484,4.6,1000,807,99,25,42,27
By Korea,Restaurant,,+61 3 9662 9380,"7 Tattersalls Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8120162,144.9655941,4.6,849,608,170,14,48,9
KRABBY'S CRAB BOIL,Restaurant,http://krabbyscrabboil.com.au/,+61 481 432 288,"District Docklands CCF01, LEVEL 1/3-6 Star Circus, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8123815,144.9378477,4.6,848,651,111,30,40,16
Sassy Italian Restaurant,Restaurant,https://www.sassyitalianrestaurant.com.au/,+61 488 007 297,"1 Dryburgh St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8070035,144.9425483,4.6,738,633,32,53,12,8
Philippe,Restaurant,http://www.philipperestaurant.com.au/,+61 3 8394 6625,"115 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.814762,144.9700693,4.6,721,546,119,15,31,10
Pentolina - Fresh Pasta & Bar,Restaurant,https://www.pentolina.com.au/,+61 3 9606 0642,"2/377 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158502,144.9624301,4.6,646,513,76,14,28,15
KOMEYUI,Restaurant,http://www.komeyui.com.au/,+61 3 9645 5420,"181 Ferrars St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8302484,144.9540075,4.6,608,448,105,19,26,10
ShanDong MaMa Mini,Restaurant,,+61 416 662 992,"5 Centre Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8167056,144.9655546,4.6,589,440,112,8,20,9
Royal Standard Hotel,Bar,http://www.royalstandardhotel.com.au/,+61 3 9328 2295,"333 William St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.807831,144.9542788,4.6,548,400,104,12,26,6
Squires Loft South Yarra,Restaurant,http://www.squiresloftsouthyarra.com.au/,+61 3 9824 0999,"3/166 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8392301,144.9926344,4.6,542,383,120,12,21,6
