name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Sofitel Melbourne on Collins,Hotel,https://all.accor.com/hotel/1902/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNTkxNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9653 0000,"25 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8139965,144.9728921,21,4.5,6392,3196,2099,814,51,180,52,Hotel,,,,,,,,,1.60E+19,FALSE,Collins Place,,25 Collins St,FALSE,ChIJAwLSzMdC1moRLo-qConKZd4,"5XPF+C5 Melbourne, Victoria, Australia",$$$,8/10/2022 3:02,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,25 Collins St,,FALSE,"https://www.google.com/maps/place/Sofitel+Melbourne+on+Collins/@-37.8139965,144.9728921,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c7ccd20203:0xde65ca890aaa8f2e!5m2!4m1!1i2!8m2!3d-37.8139965!4d144.9728921?hl=en"
Mantra 100 Exhibition Melbourne,Hotel,https://all.accor.com/hotel/B3K0/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9631 4444,"100 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8133342,144.9715543,13,4,678,339,125,125,17,58,14,Hotel,,,,,,,,,3.70E+18,FALSE,,,100 Exhibition St,FALSE,ChIJ-5VHZMhC1moRlnm0UxgkWTM,"5XPC+MJ Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,100 Exhibition St,,FALSE,"https://www.google.com/maps/place/Mantra+100+Exhibition+Melbourne/@-37.8133342,144.9715543,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c8644795fb:0x3359241853b47996!5m2!4m1!1i2!8m2!3d-37.8133342!4d144.9715543?hl=en"
Park Hyatt Melbourne,Hotel,https://www.hyatt.com/en-US/hotel/australia/park-hyatt-melbourne/melph?src=corp_lclb_gmb_seo_melph,+61 3 9224 1234,"1 Parliament Square, Melbourne VIC 3002, Australia",Melbourne,Victoria,AU,3002,-37.811422,144.9763604,10,4.6,3964,1982,1423,400,32,102,25,Hotel,,,,,,,,,9.18E+18,FALSE,,,1 Parliament Square,FALSE,ChIJN92GPsRC1moRORPubhGOXn8,"5XQG+CG Melbourne, Victoria, Australia",$$,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,1 Parliament Square,,FALSE,"https://www.google.com/maps/place/Park+Hyatt+Melbourne/@-37.811422,144.9763604,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c43e86dd37:0x7f5e8e116eee1339!5m2!4m1!1i2!8m2!3d-37.811422!4d144.9763604?hl=en"
Space Hotel,Hostel,https://www.spacehotel.com.au/,+61 3 9662 3888,"380 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.807537,144.9660728,20,4.2,2032,1016,520,311,40,107,38,Hostel,Hotel,,,,,,,,1.33E+19,FALSE,,,380 Russell St,FALSE,ChIJB3RdI8xC1moRLGDeMH9Js7g,"5XR8+XC Melbourne, Victoria, Australia",,8/10/2022 2:42,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,380 Russell St,,FALSE,"https://www.google.com/maps/place/Space+Hotel/@-37.807537,144.9660728,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cc235d7407:0xb8b3497f30de602c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.807537!4d144.9660728?hl=en"
Novotel Melbourne on Collins,Hotel,https://all.accor.com/hotel/1587/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNTgzNDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9667 5800,"270 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8157663,144.9648408,20,4.2,3612,1806,866,618,66,182,74,Hotel,,,,,,,,,1.42E+19,FALSE,,,270 Collins St,FALSE,ChIJvV3BTrRC1moRdkk9WaX7b8Q,"5XM7+MW Melbourne, Victoria, Australia",,8/10/2022 2:42,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,270 Collins St,,FALSE,"https://www.google.com/maps/place/Novotel+Melbourne+on+Collins/@-37.8157663,144.9648408,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b44ec15dbd:0xc46ffba5593d4976!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8157663!4d144.9648408?hl=en"
Brady Apartment Hotel Flinders Street,Hotel,http://www.bradyhotels.com.au/flinders-street,+61 499 759 432,"550 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.820591,144.9560292,23,4.4,10,5,2,3,0,0,0,Hotel,,,,,,,,,1.60E+19,FALSE,,,550 Flinders St,FALSE,ChIJszlyrWdd1moRtabS8Mosit0,"5XH4+QC Melbourne, Victoria, Australia",,8/10/2022 2:42,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,550 Flinders St,,FALSE,"https://www.google.com/maps/place/Brady+Apartment+Hotel+Flinders+Street/@-37.820591,144.9560292,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d67ad7239b3:0xdd8a2ccaf0d2a6b5!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.820591!4d144.9560292?hl=en"
ibis budget Melbourne CBD,Hotel,https://all.accor.com/hotel/6371/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjIzODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9642 0064,"97-103 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815848,144.9637029,39,3.6,1652,826,223,281,62,191,69,Hotel,,,,,,,,,1.14E+19,FALSE,,,97-103 Elizabeth St,FALSE,ChIJS8HV9rRC1moRXqc_yvUzA54,"5XM7+MF Melbourne, Victoria, Australia",,8/10/2022 2:43,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,97-103 Elizabeth St,,FALSE,"https://www.google.com/maps/place/ibis+budget+Melbourne+CBD/@-37.815848,144.9637029,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b4f6d5c14b:0x9e0333f5ca3fa75e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.815848!4d144.9637029?hl=en"
Punthill Apartment Hotels | Flinders Lane,Hotel,https://www.punthill.com.au/hotels/flinders-lane/,+61 3 9631 1100,"267 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8169822,144.9655303,40,3.8,412,206,78,69,24,22,13,Hotel,Extended stay hotel,Holiday apartment rental,Serviced accommodation,,,,,,1.36E+19,FALSE,,,267 Flinders Ln,FALSE,ChIJxw8KPbRC1moRSGcWFzCreLw,"5XM8+66 Melbourne, Victoria, Australia",,8/10/2022 2:43,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,267 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Punthill+Apartment+Hotels+%7C+Flinders+Lane/@-37.8169822,144.9655303,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b43d0a0fc7:0xbc78ab3017166748!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8169687!4d144.9655775?hl=en"
Elizabeth Hostel,Hostel,,+61 3 9663 1685,"494 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8073692,144.9602203,96,2.7,488,244,41,38,81,55,29,Hostel,,,,,,,,,1.08E+19,FALSE,,,494 Elizabeth St,FALSE,ChIJjfhjpDRd1moR59hZ4oDNRZY,"5XV6+33 Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,494 Elizabeth St,,FALSE,"https://www.google.com/maps/place/Elizabeth+Hostel/@-37.8073692,144.9602203,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d34a463f88d:0x9645cd80e259d8e7!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8073692!4d144.9602203?hl=en"
Next Hotel Melbourne,Hotel,https://nexthotelmelbourne.com/,+61 3 9118 3333,"103 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134213,144.9703466,100,4.6,238,119,94,12,6,5,2,Hotel,,,,,,,,,1.55E+19,FALSE,,,103 Little Collins St,FALSE,ChIJk6Y4LAZD1moRwkwi_c1ZxNY,"5XPC+J4 Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,103 Little Collins St,,FALSE,"https://www.google.com/maps/place/Next+Hotel+Melbourne/@-37.8134213,144.9703466,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad643062c38a693:0xd6c459cdfd224cc2!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8134213!4d144.9703466?hl=en"
Flinders Backpackers,Hostel,http://www.flindersbackpackers.com.au/,+61 3 9620 5100,"35 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8174428,144.9643817,113,3.9,1004,502,193,162,41,83,23,Hostel,,,,,,,,,9.37E+18,FALSE,,,35 Elizabeth St,FALSE,ChIJB7qse7RC1moRawEJWYKT_YE,"5XM7+2Q Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,35 Elizabeth St,,FALSE,"https://www.google.com/maps/place/Flinders+Backpackers/@-37.8174428,144.9643817,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b47bacba07:0x81fd93825909016b!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8174428!4d144.9643817?hl=en"
Pullman Melbourne on Swanston,Hotel,https://all.accor.com/hotel/3028/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA4MjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9663 4711,"195 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8131012,144.9650043,98,4,1918,959,395,329,50,143,42,Hotel,,,,,,,,,1.87E+18,FALSE,,,195 Swanston St,FALSE,ChIJHQxSE8pC1moRdM3F9Sno6hk,"5XP8+Q2 Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,195 Swanston St,,FALSE,"https://www.google.com/maps/place/Pullman+Melbourne+on+Swanston/@-37.8131012,144.9650043,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642ca13520c1d:0x19eae829f5c5cd74!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8131012!4d144.9650043?hl=en"
The Jazz Corner Hotel,Hotel,https://www.jazzcornerhotel.com/,+61 3 9454 9000,"352 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8111926,144.9564417,119,4.3,1320,660,365,194,27,58,16,Hotel,,,,,,,,,1.39E+19,FALSE,,,352 William St,FALSE,ChIJ1yk8F0pd1moRqSG33sxL-sA,"5XQ4+GH Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,352 William St,,FALSE,"https://www.google.com/maps/place/The+Jazz+Corner+Hotel/@-37.8111926,144.9564417,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4a173c29d7:0xc0fa4bccdeb721a9!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8111926!4d144.9564417?hl=en"
The Crossley Hotel,Hotel,,+61 3 9639 1639,"51 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8110568,144.9710853,112,4.1,446,223,92,88,6,30,7,Hotel,,,,,,,,,5.96E+18,FALSE,,,51 Little Bourke St,FALSE,ChIJh2LRtchC1moRPVJqkTc8rVI,"5XQC+HC Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,51 Little Bourke St,,FALSE,"https://www.google.com/maps/place/The+Crossley+Hotel/@-37.8110568,144.9710853,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c8b5d16287:0x52ad3c37916a523d!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8110568!4d144.9710853?hl=en"
Melbourne Marriott Hotel,Hotel,https://www.marriott.com/hotels/travel/melmc-melbourne-marriott-hotel/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_MjkyMTQyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+61 3 9662 3900,"Corner Exhibition &, Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,3000,-37.809947,144.9694324,110,4.3,2396,1198,642,386,32,103,35,Hotel,Meeting planning service,Wedding venue,,,,,,,3.18E+18,FALSE,,,"Corner Exhibition &, Lonsdale St",FALSE,ChIJxxd1K89C1moRdFmmNK5LFyw,"5XR9+2Q Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,"Corner Exhibition &, Lonsdale St",,FALSE,"https://www.google.com/maps/place/Melbourne+Marriott+Hotel/@-37.809947,144.9694324,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cf2b7517c7:0x2c174bae34a65974!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.809947!4d144.9694324?hl=en"
QT Melbourne,Hotel,https://www.qthotels.com/melbourne/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+61 3 8636 8800,"133 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8133583,144.9680749,95,4.5,2600,1300,935,228,57,54,26,Hotel,Bar,Motel,Restaurant,,,,,,1.35E+19,FALSE,,,133 Russell St,FALSE,ChIJMSsO6clC1moRs-oGzpxp97o,"5XP9+M6 Melbourne, Victoria, Australia",$$$$$,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,133 Russell St,,FALSE,"https://www.google.com/maps/place/QT+Melbourne/@-37.8133583,144.9680749,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c9e90e2b31:0xbaf7699cce06eab3!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8133583!4d144.9680749?hl=en"
Adina Apartment Hotel Melbourne,Hotel,https://www.adinahotels.com/en/apartments/melbourne/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne,+61 3 9934 0000,"189 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8142469,144.9599771,117,4.2,1422,711,335,257,25,69,25,Hotel,Event venue,Holiday apartment rental,Serviced accommodation,,,,,,1.05E+19,FALSE,,,189 Queen St,FALSE,ChIJDRm8Jktd1moRXhrBVZUoQZE,"5XP5+8X Melbourne, Victoria, Australia",$$,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,189 Queen St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne/@-37.8142469,144.9599771,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4b26bc190d:0x9141289555c11a5e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8142469!4d144.9599771?hl=en"
Mantra on Little Bourke Melbourne,Hotel,https://all.accor.com/hotel/B3N9/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA4ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9607 3000,"471 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.814443,144.958996,113,4.3,1282,641,306,247,20,51,17,Hotel,,,,,,,,,1.59E+19,FALSE,,,471 Little Bourke St,FALSE,ChIJATDSDUtd1moRE6SF53kO7tw,"5XP5+6H Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,471 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Mantra+on+Little+Bourke+Melbourne/@-37.814443,144.958996,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4b0dd23001:0xdcee0e79e785a413!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.814443!4d144.958996?hl=en"
Adelphi Hotel,Hotel,https://adelphi.com.au/,+61 3 8080 8888,"187 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.816265,144.9683427,105,4.4,856,428,271,110,13,23,11,Hotel,Cafe,Cocktail bar,Outdoor swimming pool,Restaurant,Wine bar,,,,1.79E+19,FALSE,,,187 Flinders Ln,FALSE,ChIJt6dyXLZC1moRiFZMgwIP6fc,"5XM9+F8 Melbourne, Victoria, Australia",$$$,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,187 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Adelphi+Hotel/@-37.816265,144.9683427,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b65c72a7b7:0xf7e90f02834c5688!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.816265!4d144.9683427?hl=en"
Adina Apartment Hotel Melbourne on Flinders,Serviced accommodation,https://www.adinahotels.com/en/apartments/melbourne-on-flinders/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne-on-flinders,+61 3 8663 0000,"88 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8159431,144.9716812,94,4.2,602,301,153,91,21,30,6,Serviced accommodation,Holiday apartment rental,Hotel,,,,,,,4.40E+18,FALSE,,,88 Flinders St,FALSE,ChIJXYpH-rdC1moRjrLADKtxDD0,"5XMC+JM Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,88 Flinders St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne+on+Flinders/@-37.8159431,144.9716812,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b7fa478a5d:0x3d0c71ab0cc0b28e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8159431!4d144.9716812?hl=en"
Flinders Landing Apartments,Serviced accommodation,http://www.flinderslandingapartments.com.au/,+61 3 9652 3333,"161 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8160038,144.969107,90,4.1,270,135,73,33,14,9,6,Serviced accommodation,,,,,,,,,1.66E+19,FALSE,,,161 Flinders Ln,FALSE,ChIJiVt4SbZC1moR4EKVAxEPNeY,"5XM9+HJ Melbourne, Victoria, Australia",,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,161 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Flinders+Landing+Apartments/@-37.8160038,144.969107,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b649785b89:0xe6350f11039542e0!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8160038!4d144.969107?hl=en"
The Savoy Hotel on Little Collins Melbourne,Hotel,https://savoyhotelmelbourne.com/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=savoy-melbourne,+61 3 9622 8888,"630 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.817728,144.9539335,89,4.2,1920,960,483,307,24,117,29,Hotel,Conference center,Event venue,Function room facility,Restaurant,Wedding venue,,,,1.70E+19,FALSE,,,630 Little Collins St,FALSE,ChIJQTbROE5d1moR3mLmtFMXdus,"5XJ3+WH Melbourne, Victoria, Australia",$$,8/10/2022 2:44,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,630 Little Collins St,,FALSE,"https://www.google.com/maps/place/The+Savoy+Hotel+on+Little+Collins+Melbourne/@-37.817728,144.9539335,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4e38d13641:0xeb761753b4e662de!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8178517!4d144.9539856?hl=en"
Mantra 100 Exhibition Melbourne,Hotel,https://all.accor.com/hotel/B3K0/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA0MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9631 4444,"100 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8133342,144.9715543,83,4,678,339,125,125,17,58,14,Hotel,,,,,,,,,3.70E+18,FALSE,,,100 Exhibition St,FALSE,ChIJ-5VHZMhC1moRlnm0UxgkWTM,"5XPC+MJ Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,100 Exhibition St,,FALSE,"https://www.google.com/maps/place/Mantra+100+Exhibition+Melbourne/@-37.8133342,144.9715543,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c8644795fb:0x3359241853b47996!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8133342!4d144.9715543?hl=en"
Quest on William,Hotel,https://www.questapartments.com.au/properties/vic/melbourne/quest-on-william/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questonwillam,+61 3 9605 2222,"172 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8148992,144.9580908,81,3.5,726,363,127,86,56,65,29,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,3.30E+18,FALSE,,,172 William St,FALSE,ChIJYdSCnEtd1moRRvPo2oHEyC0,"5XP5+26 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,172 William St,,FALSE,"https://www.google.com/maps/place/Quest+on+William/@-37.8148992,144.9580908,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4b9c82d461:0x2dc8c481dae8f346!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8148992!4d144.9580908?hl=en"
Exford Hotel,Sports bar,http://www.exfordhotel.com.au/,+61 3 9663 2697,"199 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.811781,144.967444,91,4.1,2116,1058,449,379,29,164,37,Sports bar,Hostel,Liquor store,Pub,,,,,,8.29E+18,FALSE,,,199 Russell St,FALSE,ChIJy8vXd8lC1moRXHCwhRF1HXM,"5XQ8+7X Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,199 Russell St,,FALSE,"https://www.google.com/maps/place/Exford+Hotel/@-37.811781,144.967444,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642c977d7cbcb:0x731d751185b0705c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.811781!4d144.967444?hl=en"
Brady Hotels Central Melbourne,Hotel,https://www.bradyhotels.com.au/central-melbourne/,+61 3 9650 9888,"30 Little La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8091589,144.9626744,84,4.3,2474,1237,677,384,36,105,35,Hotel,,,,,,,,,1.60E+18,FALSE,,,30 Little La Trobe St,FALSE,ChIJNS22KMtC1moRQDc1CceIORY,"5XR7+83 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,30 Little La Trobe St,,FALSE,"https://www.google.com/maps/place/Brady+Hotels+Central+Melbourne/@-37.8091589,144.9626744,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cb28b62d35:0x163988c709353740!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8091589!4d144.9626744?hl=en"
